p_id,rush_attempts,rush_yards,rush_touchdowns,longest_rush,times_pass_target,receptions,receiving_yards,receiving_touchdowns,longest_reception,fumbles,fumbles_lost,abbr,game_key,isHome,wy,position
GileJi00,1,-1,0,-1,0,5,57,0,23,0,0,TAM,197809020tam,True,1 | 1978,TE
OwenJo00,0,0,0,0,0,0,0,0,0,0,0,DET,200809140det,True,2 | 2008,TE
LeexDo00,0,0,0,0,3,2,27,0,26,0,0,GNB,200809140det,False,2 | 2008,TE
HumpTo00,0,0,0,0,0,0,0,0,0,0,0,GNB,200809140det,False,2 | 2008,TE
ShiaVi00,0,0,0,0,2,1,23,0,23,0,0,MIN,200809140min,True,2 | 2008,TE
KleiJi00,0,0,0,0,1,1,12,0,12,0,0,MIN,200809140min,True,2 | 2008,TE
SantTo00,0,0,0,0,8,5,29,0,13,0,0,CLT,200809140min,False,2 | 2008,TE
RobiGi21,0,0,0,0,3,2,15,0,12,0,0,CLT,200809140min,False,2 | 2008,TE
GilmJo00,0,0,0,0,2,2,41,1,36,0,0,TAM,200809140tam,True,2 | 2008,TE
SmitAl02,0,0,0,0,6,2,20,0,10,0,0,TAM,200809140tam,True,2 | 2008,TE
HartBe00,0,0,0,0,1,0,0,0,0,0,0,ATL,200809140tam,False,2 | 2008,TE
PeelJu00,0,0,0,0,1,0,0,0,0,0,0,ATL,200809140tam,False,2 | 2008,TE
CarlJo00,0,0,0,0,8,6,78,0,17,0,0,SEA,200809140sea,True,2 | 2008,TE
DaviVe00,0,0,0,0,2,0,0,0,0,0,0,SFO,200809140sea,False,2 | 2008,TE
KellDu00,0,0,0,0,1,1,19,0,19,0,0,NYJ,200809140nyj,True,2 | 2008,TE
FranBu00,0,0,0,0,3,2,-4,0,1,0,0,NYJ,200809140nyj,True,2 | 2008,TE
ThomDa02,0,0,0,0,3,1,14,0,14,0,0,NWE,200809140nyj,False,2 | 2008,TE
ScheTo00,0,0,0,0,10,6,64,2,24,0,0,DEN,200809140den,True,2 | 2008,TE
GrahDa00,0,0,0,0,4,2,22,0,13,0,0,DEN,200809140den,True,2 | 2008,TE
GateAn00,0,0,0,0,6,4,61,0,25,0,0,SDG,200809140den,False,2 | 2008,TE
PatrBe00,0,0,0,0,5,4,30,0,15,0,0,CRD,200809140crd,True,2 | 2008,TE
PopeLe00,0,0,0,0,1,1,15,0,15,0,0,CRD,200809140crd,True,2 | 2008,TE
MartDa00,0,0,0,0,5,3,32,0,18,0,0,MIA,200809140crd,False,2 | 2008,TE
WinsKe01,0,0,0,0,11,7,55,0,19,0,0,CLE,200809140cle,True,2 | 2008,TE
MillHe00,0,0,0,0,2,2,33,0,19,0,0,PIT,200809140cle,False,2 | 2008,TE
WittJa00,0,0,0,0,9,7,110,0,42,0,0,DAL,200809150dal,True,2 | 2008,TE
BennMa00,0,0,0,0,3,1,20,0,20,0,0,DAL,200809150dal,True,2 | 2008,TE
CurtTo00,0,0,0,0,2,2,7,0,4,0,0,DAL,200809150dal,True,2 | 2008,TE
CeleBr00,0,0,0,0,1,1,19,0,19,0,0,PHI,200809150dal,False,2 | 2008,TE
SmitL.00,0,0,0,0,3,1,10,0,10,0,0,PHI,200809150dal,False,2 | 2008,TE
OlseGr00,0,0,0,0,3,2,16,0,10,0,0,CHI,200809210chi,True,3 | 2008,TE
ClarDe00,0,0,0,0,3,2,8,0,4,0,0,CHI,200809210chi,True,3 | 2008,TE
StevJe00,0,0,0,0,10,5,61,1,31,0,0,TAM,200809210chi,False,3 | 2008,TE
SmitAl02,0,0,0,0,7,3,33,0,20,0,0,TAM,200809210chi,False,3 | 2008,TE
GilmJo00,0,0,0,0,3,1,3,0,3,0,0,TAM,200809210chi,False,3 | 2008,TE
RoyaRo00,0,0,0,0,5,4,34,0,18,0,0,BUF,200809210buf,True,3 | 2008,TE
SchoDe00,0,0,0,0,2,0,0,0,0,0,0,BUF,200809210buf,True,3 | 2008,TE
MillZa01,0,0,0,0,2,0,0,0,0,0,0,RAI,200809210buf,False,3 | 2008,TE
PeelJu00,0,0,0,0,1,1,7,0,7,0,0,ATL,200809210atl,True,3 | 2008,TE
GonzTo00,0,0,0,0,10,4,35,0,12,0,0,KAN,200809210atl,False,3 | 2008,TE
SellMi00,1,3,0,3,2,1,4,0,4,0,0,WAS,200809210was,True,3 | 2008,TE
CoolCh00,0,0,0,0,8,7,72,0,26,0,0,WAS,200809210was,True,3 | 2008,TE
YodeTo00,0,0,0,0,2,2,4,1,2,0,0,WAS,200809210was,True,3 | 2008,TE
PatrBe00,0,0,0,0,1,1,19,0,19,0,0,CRD,200809210was,False,3 | 2008,TE
CrumAl00,0,0,0,0,4,2,26,0,14,0,0,OTI,200809210oti,True,3 | 2008,TE
ScaiBo00,0,0,0,0,4,3,26,1,11,0,0,OTI,200809210oti,True,3 | 2008,TE
DaniOw00,0,0,0,0,6,4,71,0,32,0,0,HTX,200809210oti,False,3 | 2008,TE
DreeJo00,0,0,0,0,1,0,0,0,0,0,0,HTX,200809210oti,False,3 | 2008,TE
BossKe00,0,0,0,0,5,3,51,1,26,0,0,NYG,200809210nyg,True,3 | 2008,TE
KellRe00,0,0,0,0,5,4,22,0,12,0,0,CIN,200809210nyg,False,3 | 2008,TE
CoatDa00,0,0,0,0,2,0,0,0,0,0,0,CIN,200809210nyg,False,3 | 2008,TE
WatsBe00,0,0,0,0,2,1,6,0,6,0,0,NWE,200809210nwe,True,3 | 2008,TE
ThomDa02,0,0,0,0,3,1,4,0,4,0,0,NWE,200809210nwe,True,3 | 2008,TE
FasaAn00,0,0,0,0,3,3,66,1,24,0,0,MIA,200809210nwe,False,3 | 2008,TE
MartDa00,0,0,0,0,2,1,21,0,21,0,0,MIA,200809210nwe,False,3 | 2008,TE
ShiaVi00,0,0,0,0,3,2,38,1,34,0,0,MIN,200809210min,True,3 | 2008,TE
KingJe00,0,0,0,0,3,3,22,0,10,0,0,CAR,200809210min,False,3 | 2008,TE
RosaDa00,0,0,0,0,3,2,18,0,14,0,0,CAR,200809210min,False,3 | 2008,TE
WalkHu00,0,0,0,0,3,3,44,1,24,0,0,SFO,200809210sfo,True,3 | 2008,TE
DaviVe00,0,0,0,0,4,1,17,0,17,0,0,SFO,200809210sfo,True,3 | 2008,TE
BajeBi00,0,0,0,0,0,0,0,0,0,0,0,SFO,200809210sfo,True,3 | 2008,TE
GainMi00,0,0,0,0,3,1,15,0,15,0,0,DET,200809210sfo,False,3 | 2008,TE
FitzCa00,0,0,0,0,1,1,4,0,4,0,0,DET,200809210sfo,False,3 | 2008,TE
CarlJo00,0,0,0,0,3,2,38,0,22,0,0,SEA,200809210sea,True,3 | 2008,TE
HellWi00,0,0,0,0,1,1,6,0,6,0,0,SEA,200809210sea,True,3 | 2008,TE
McMiRa01,0,0,0,0,2,2,12,0,8,0,0,RAM,200809210sea,False,3 | 2008,TE
ScheTo00,0,0,0,0,5,4,32,0,11,1,1,DEN,200809210den,True,3 | 2008,TE
GrahDa00,0,0,0,0,2,1,21,0,21,0,0,DEN,200809210den,True,3 | 2008,TE
ShocJe00,0,0,0,0,11,8,75,0,16,0,0,NOR,200809210den,False,3 | 2008,TE
MillBi00,0,0,0,0,2,2,41,0,28,0,0,NOR,200809210den,False,3 | 2008,TE
OrteBu00,0,0,0,0,0,0,0,0,0,0,0,NOR,200809210den,False,3 | 2008,TE
SmitL.00,0,0,0,0,2,0,0,0,0,0,0,PHI,200809210phi,True,3 | 2008,TE
MillHe00,0,0,0,0,4,4,63,0,21,0,0,PIT,200809210phi,False,3 | 2008,TE
ClarDa00,0,0,0,0,5,4,47,0,29,0,0,CLT,200809210clt,True,3 | 2008,TE
SantTo00,0,0,0,0,1,1,8,0,8,0,0,CLT,200809210clt,True,3 | 2008,TE
LewiMa00,0,0,0,0,4,2,21,0,12,0,0,JAX,200809210clt,False,3 | 2008,TE
HeapTo00,0,0,0,0,4,2,32,0,17,0,0,RAV,200809210rav,True,3 | 2008,TE
WinsKe01,0,0,0,0,13,2,14,0,10,0,0,CLE,200809210rav,False,3 | 2008,TE
DinkDa00,0,0,0,0,0,0,0,0,0,0,0,CLE,200809210rav,False,3 | 2008,TE
LeexDo00,0,0,0,0,5,5,41,0,13,0,0,GNB,200809210gnb,True,3 | 2008,TE
WittJa00,0,0,0,0,9,7,67,0,22,0,0,DAL,200809210gnb,False,3 | 2008,TE
BennMa00,0,0,0,0,2,1,37,0,37,0,0,DAL,200809210gnb,False,3 | 2008,TE
CurtTo00,0,0,0,0,1,1,6,0,6,0,0,DAL,200809210gnb,False,3 | 2008,TE
GateAn00,0,0,0,0,4,2,25,1,19,0,0,SDG,200809220sdg,True,3 | 2008,TE
ManuBr00,0,0,0,0,1,1,5,0,5,0,0,SDG,200809220sdg,True,3 | 2008,TE
KellDu00,0,0,0,0,8,4,41,1,14,0,0,NYJ,200809220sdg,False,3 | 2008,TE
BakeCh00,0,0,0,0,4,3,26,0,9,0,0,NYJ,200809220sdg,False,3 | 2008,TE
FranBu00,0,0,0,0,0,0,0,0,0,0,0,NYJ,200809220sdg,False,3 | 2008,TE
GonzTo00,0,0,0,0,4,3,47,1,23,0,0,KAN,200809280kan,True,4 | 2008,TE
GrahDa00,0,0,0,0,6,3,29,0,21,0,0,DEN,200809280kan,False,4 | 2008,TE
ScheTo00,0,0,0,0,2,1,26,0,26,0,0,DEN,200809280kan,False,4 | 2008,TE
KellRe00,0,0,0,0,4,3,21,0,8,0,0,CIN,200809280cin,True,4 | 2008,TE
UtecBe00,0,0,0,0,2,2,10,0,9,0,0,CIN,200809280cin,True,4 | 2008,TE
WinsKe01,0,0,0,0,8,5,54,0,20,0,0,CLE,200809280cin,False,4 | 2008,TE
HeidSt00,0,0,0,0,1,0,0,0,0,0,0,CLE,200809280cin,False,4 | 2008,TE
DinkDa00,0,0,0,0,0,0,0,0,0,0,0,CLE,200809280cin,False,4 | 2008,TE
SmitAl02,0,0,0,0,2,2,26,1,17,0,0,TAM,200809280tam,True,4 | 2008,TE
GilmJo00,0,0,0,0,2,1,9,0,9,0,0,TAM,200809280tam,True,4 | 2008,TE
StevJe00,0,0,0,0,2,0,0,0,0,0,0,TAM,200809280tam,True,4 | 2008,TE
LeexDo00,0,0,0,0,3,1,6,0,6,0,0,GNB,200809280tam,False,4 | 2008,TE
HumpTo00,0,0,0,0,1,0,0,0,0,0,0,GNB,200809280tam,False,4 | 2008,TE
FinlJe00,0,0,0,0,0,0,0,0,0,0,0,GNB,200809280tam,False,4 | 2008,TE
FranBu00,0,0,0,0,3,2,32,0,25,0,0,NYJ,200809280nyj,True,4 | 2008,TE
KellDu00,0,0,0,0,3,1,24,1,24,0,0,NYJ,200809280nyj,True,4 | 2008,TE
BakeCh00,0,0,0,0,1,1,9,0,9,0,0,NYJ,200809280nyj,True,4 | 2008,TE
PatrBe00,0,0,0,0,2,1,11,0,11,0,0,CRD,200809280nyj,False,4 | 2008,TE
AnguRi00,0,0,0,0,2,1,1,0,1,0,0,JAX,200809280jax,True,4 | 2008,TE
LewiMa00,0,0,0,0,4,0,0,0,0,0,0,JAX,200809280jax,True,4 | 2008,TE
DaniOw00,0,0,0,0,10,7,87,0,34,0,0,HTX,200809280jax,False,4 | 2008,TE
ScaiBo00,0,0,0,0,3,3,17,0,9,0,0,OTI,200809280oti,True,4 | 2008,TE
StevCr00,0,0,0,0,1,0,0,0,0,0,0,OTI,200809280oti,True,4 | 2008,TE
ShiaVi00,0,0,0,0,8,4,47,0,22,0,0,MIN,200809280oti,False,4 | 2008,TE
KleiJi00,0,0,0,0,2,1,15,0,15,0,0,MIN,200809280oti,False,4 | 2008,TE
MillBi00,0,0,0,0,5,3,30,0,18,0,0,NOR,200809280nor,True,4 | 2008,TE
CampMa00,0,0,0,0,1,1,6,0,6,0,0,NOR,200809280nor,True,4 | 2008,TE
WalkHu00,0,0,0,0,1,1,21,0,21,0,0,SFO,200809280nor,False,4 | 2008,TE
DaviVe00,0,0,0,0,1,1,19,0,19,0,0,SFO,200809280nor,False,4 | 2008,TE
RosaDa00,0,0,0,0,3,2,18,0,12,0,0,CAR,200809280car,True,4 | 2008,TE
HartBe00,0,0,0,0,1,1,7,0,7,0,0,ATL,200809280car,False,4 | 2008,TE
McMiRa01,0,0,0,0,7,2,26,0,17,0,0,RAM,200809280ram,True,4 | 2008,TE
KlopJo00,0,0,0,0,2,1,8,0,8,0,0,RAM,200809280ram,True,4 | 2008,TE
SchoDe00,0,0,0,0,1,1,21,0,21,0,0,BUF,200809280ram,False,4 | 2008,TE
RoyaRo00,0,0,0,0,3,1,8,0,8,0,0,BUF,200809280ram,False,4 | 2008,TE
MillZa01,0,0,0,0,8,5,95,1,63,0,0,RAI,200809280rai,True,4 | 2008,TE
StewTo00,0,0,0,0,0,0,0,0,0,0,0,RAI,200809280rai,True,4 | 2008,TE
GateAn00,0,0,0,0,7,5,58,1,20,0,0,SDG,200809280rai,False,4 | 2008,TE
WittJa00,0,0,0,0,10,7,90,1,21,0,0,DAL,200809280dal,True,4 | 2008,TE
BennMa00,0,0,0,0,1,1,0,0,0,0,0,DAL,200809280dal,True,4 | 2008,TE
CurtTo00,0,0,0,0,1,1,-4,0,-4,1,0,DAL,200809280dal,True,4 | 2008,TE
CoolCh00,0,0,0,0,7,4,28,0,9,0,0,WAS,200809280dal,False,4 | 2008,TE
SellMi00,0,0,0,0,0,0,0,0,0,0,0,WAS,200809280dal,False,4 | 2008,TE
OlseGr00,0,0,0,0,7,4,35,1,19,0,0,CHI,200809280chi,True,4 | 2008,TE
ClarDe00,0,0,0,0,4,1,4,0,4,0,0,CHI,200809280chi,True,4 | 2008,TE
CeleBr00,0,0,0,0,4,3,21,0,9,0,0,PHI,200809280chi,False,4 | 2008,TE
SchoMa00,0,0,0,0,1,0,0,0,0,0,0,PHI,200809280chi,False,4 | 2008,TE
MillHe00,0,0,0,0,4,2,8,0,6,0,0,PIT,200809290pit,True,4 | 2008,TE
SpaeMa00,0,0,0,0,1,0,0,0,0,0,0,PIT,200809290pit,True,4 | 2008,TE
WilcDa01,0,0,0,0,1,1,4,1,4,0,0,RAV,200809290pit,False,4 | 2008,TE
HeapTo00,0,0,0,0,2,0,0,0,0,0,0,RAV,200809290pit,False,4 | 2008,TE
HeapTo00,0,0,0,0,4,4,41,0,17,0,0,RAV,200810050rav,True,5 | 2008,TE
WilcDa01,0,0,0,0,1,1,1,0,1,0,0,RAV,200810050rav,True,5 | 2008,TE
ScaiBo00,0,0,0,0,8,7,72,0,15,0,0,OTI,200810050rav,False,5 | 2008,TE
CrumAl00,0,0,0,0,6,2,15,1,11,0,0,OTI,200810050rav,False,5 | 2008,TE
DaniOw00,0,0,0,0,8,5,47,0,20,0,0,HTX,200810050htx,True,5 | 2008,TE
DreeJo00,0,0,0,0,2,1,11,0,11,0,0,HTX,200810050htx,True,5 | 2008,TE
ClarDa00,0,0,0,0,8,5,81,0,23,0,0,CLT,200810050htx,False,5 | 2008,TE
SantTo00,0,0,0,0,4,4,27,1,9,0,0,CLT,200810050htx,False,5 | 2008,TE
RobiGi21,0,0,0,0,2,2,8,0,5,0,0,CLT,200810050htx,False,5 | 2008,TE
HumpTo00,0,0,0,0,4,4,67,0,37,0,0,GNB,200810050gnb,True,5 | 2008,TE
LeexDo00,0,0,0,0,4,4,25,1,10,0,0,GNB,200810050gnb,True,5 | 2008,TE
FinlJe00,0,0,0,0,1,0,0,0,0,0,0,GNB,200810050gnb,True,5 | 2008,TE
PeelJu00,0,0,0,0,3,2,15,1,14,0,0,ATL,200810050gnb,False,5 | 2008,TE
HartBe00,0,0,0,0,2,0,0,0,0,0,0,ATL,200810050gnb,False,5 | 2008,TE
OlseGr00,0,0,0,0,3,3,87,0,52,0,0,CHI,200810050det,False,5 | 2008,TE
ClarDe00,0,0,0,0,4,2,17,0,11,0,0,CHI,200810050det,False,5 | 2008,TE
DaviKe01,0,0,0,0,0,0,0,0,0,0,0,CHI,200810050det,False,5 | 2008,TE
BossKe00,0,0,0,0,3,2,9,0,6,0,0,NYG,200810050nyg,True,5 | 2008,TE
RobiJe00,0,0,0,0,0,0,0,0,0,0,0,SEA,200810050nyg,False,5 | 2008,TE
FasaAn00,0,0,0,0,4,3,47,0,20,0,0,MIA,200810050mia,True,5 | 2008,TE
MartDa00,0,0,0,0,2,1,25,0,25,0,0,MIA,200810050mia,True,5 | 2008,TE
GateAn00,0,0,0,0,4,1,12,0,12,0,0,SDG,200810050mia,False,5 | 2008,TE
ManuBr00,0,0,0,0,1,0,0,0,0,0,0,SDG,200810050mia,False,5 | 2008,TE
KingJe00,0,0,0,0,2,2,17,0,14,0,0,CAR,200810050car,True,5 | 2008,TE
GonzTo00,0,0,0,0,7,3,17,0,8,0,0,KAN,200810050car,False,5 | 2008,TE
SmitL.00,0,0,0,0,5,3,26,0,11,0,0,PHI,200810050phi,True,5 | 2008,TE
CeleBr00,0,0,0,0,1,0,0,0,0,0,0,PHI,200810050phi,True,5 | 2008,TE
CoolCh00,0,0,0,0,10,8,109,1,26,0,0,WAS,200810050phi,False,5 | 2008,TE
YodeTo00,0,0,0,0,1,1,3,0,3,0,0,WAS,200810050phi,False,5 | 2008,TE
SellMi00,0,0,0,0,1,0,0,0,0,0,0,WAS,200810050phi,False,5 | 2008,TE
ScheTo00,0,0,0,0,4,4,65,0,33,0,0,DEN,200810050den,True,5 | 2008,TE
GrahDa00,0,0,0,0,4,1,10,0,10,0,0,DEN,200810050den,True,5 | 2008,TE
LeacMi00,0,0,0,0,0,0,0,0,0,0,0,DEN,200810050den,True,5 | 2008,TE
StevJe00,0,0,0,0,3,1,12,0,12,0,0,TAM,200810050den,False,5 | 2008,TE
SmitAl02,0,0,0,0,1,1,11,0,11,0,0,TAM,200810050den,False,5 | 2008,TE
WittJa00,0,0,0,0,11,8,79,1,29,0,0,DAL,200810050dal,True,5 | 2008,TE
CurtTo00,0,0,0,0,1,0,0,0,0,0,0,DAL,200810050dal,True,5 | 2008,TE
BennMa00,0,0,0,0,1,0,0,0,0,0,0,DAL,200810050dal,True,5 | 2008,TE
CoatDa00,0,0,0,0,1,1,11,0,11,0,0,CIN,200810050dal,False,5 | 2008,TE
UtecBe00,0,0,0,0,5,1,3,0,3,0,0,CIN,200810050dal,False,5 | 2008,TE
KellRe00,0,0,0,0,2,1,1,0,1,0,0,CIN,200810050dal,False,5 | 2008,TE
StLoBr00,0,0,0,0,0,0,0,0,0,0,0,CIN,200810050dal,False,5 | 2008,TE
WalkHu00,0,0,0,0,3,1,8,0,8,0,0,SFO,200810050sfo,True,5 | 2008,TE
DaviVe00,0,0,0,0,1,0,0,0,0,0,0,SFO,200810050sfo,True,5 | 2008,TE
JennBr00,0,0,0,0,0,0,0,0,0,0,0,SFO,200810050sfo,True,5 | 2008,TE
WatsBe00,0,0,0,0,6,2,11,0,7,0,0,NWE,200810050sfo,False,5 | 2008,TE
PatrBe00,0,0,0,0,3,2,11,0,10,0,0,CRD,200810050crd,True,5 | 2008,TE
PopeLe00,0,0,0,0,1,1,4,0,4,0,0,CRD,200810050crd,True,5 | 2008,TE
RoyaRo00,0,0,0,0,3,2,8,0,5,1,1,BUF,200810050crd,False,5 | 2008,TE
LewiMa00,0,0,0,0,4,1,24,1,24,0,0,JAX,200810050jax,True,5 | 2008,TE
EstaGr01,0,0,0,0,0,0,0,0,0,0,0,JAX,200810050jax,True,5 | 2008,TE
MillHe00,0,0,0,0,5,5,45,1,17,0,0,PIT,200810050jax,False,5 | 2008,TE
SpaeMa00,0,0,0,0,2,0,0,0,0,0,0,PIT,200810050jax,False,5 | 2008,TE
MillBi00,0,0,0,0,6,4,61,0,41,0,0,NOR,200810060nor,True,5 | 2008,TE
CampMa00,0,0,0,0,4,3,39,0,22,0,0,NOR,200810060nor,True,5 | 2008,TE
ShiaVi00,0,0,0,0,2,2,16,1,12,0,0,MIN,200810060nor,False,5 | 2008,TE
ClarDa00,0,0,0,0,2,2,17,0,9,0,0,CLT,200810120clt,True,6 | 2008,TE
RobiGi21,0,0,0,0,1,1,2,0,2,0,0,CLT,200810120clt,True,6 | 2008,TE
HeapTo00,0,0,0,0,3,1,13,0,13,0,0,RAV,200810120clt,False,6 | 2008,TE
ClarDe00,0,0,0,0,7,5,50,0,13,0,0,CHI,200810120atl,False,6 | 2008,TE
OlseGr00,0,0,0,0,8,3,41,0,22,0,0,CHI,200810120atl,False,6 | 2008,TE
SmitAl02,0,0,0,0,3,3,43,1,29,0,0,TAM,200810120tam,True,6 | 2008,TE
StevJe00,0,0,0,0,2,2,10,0,8,0,0,TAM,200810120tam,True,6 | 2008,TE
GilmJo00,0,0,0,0,1,1,7,0,7,0,0,TAM,200810120tam,True,6 | 2008,TE
RosaDa00,0,0,0,0,6,3,28,0,12,0,0,CAR,200810120tam,False,6 | 2008,TE
KingJe00,0,0,0,0,2,1,3,0,3,0,0,CAR,200810120tam,False,6 | 2008,TE
BakeCh00,0,0,0,0,2,1,6,0,6,0,0,NYJ,200810120nyj,True,6 | 2008,TE
FranBu00,0,0,0,0,1,0,0,0,0,0,0,NYJ,200810120nyj,True,6 | 2008,TE
UtecBe00,0,0,0,0,6,4,34,0,12,0,0,CIN,200810120nyj,False,6 | 2008,TE
StLoBr00,0,0,0,0,0,0,0,0,0,0,0,CIN,200810120nyj,False,6 | 2008,TE
MillBi00,0,0,0,0,3,3,53,0,25,0,0,NOR,200810120nor,True,6 | 2008,TE
CampMa00,0,0,0,0,3,3,37,1,29,0,0,NOR,200810120nor,True,6 | 2008,TE
RyanSe00,0,0,0,0,2,2,7,0,5,0,0,NOR,200810120nor,True,6 | 2008,TE
MillZa01,0,0,0,0,5,3,46,0,23,0,0,RAI,200810120nor,False,6 | 2008,TE
StewTo00,0,0,0,0,1,1,7,0,7,0,0,RAI,200810120nor,False,6 | 2008,TE
DaniOw00,0,0,0,0,5,4,70,0,30,0,0,HTX,200810120htx,True,6 | 2008,TE
DreeJo00,0,0,0,0,0,0,0,0,0,0,0,HTX,200810120htx,True,6 | 2008,TE
MartDa00,0,0,0,0,3,3,31,0,17,0,0,MIA,200810120htx,False,6 | 2008,TE
FasaAn00,0,0,0,0,4,1,12,0,12,0,0,MIA,200810120htx,False,6 | 2008,TE
CoolCh00,0,0,0,0,6,5,57,0,28,1,1,WAS,200810120was,True,6 | 2008,TE
KlopJo00,0,0,0,0,3,2,10,0,14,0,0,RAM,200810120was,False,6 | 2008,TE
KleiJi00,0,0,0,0,2,2,40,0,34,0,0,MIN,200810120min,True,6 | 2008,TE
ShiaVi00,0,0,0,0,1,1,10,0,10,0,0,MIN,200810120min,True,6 | 2008,TE
GainMi00,0,0,0,0,3,2,24,0,17,1,0,DET,200810120min,False,6 | 2008,TE
OwenJo00,0,0,0,0,1,1,3,0,3,0,0,DET,200810120min,False,6 | 2008,TE
FitzCa00,0,0,0,0,0,0,0,0,0,0,0,DET,200810120min,False,6 | 2008,TE
GrahDa00,0,0,0,0,1,1,11,1,11,0,0,DEN,200810120den,True,6 | 2008,TE
LeacMi00,0,0,0,0,0,0,0,0,0,0,0,DEN,200810120den,True,6 | 2008,TE
LewiMa00,0,0,0,0,5,3,64,1,30,0,0,JAX,200810120den,False,6 | 2008,TE
EstaGr01,0,0,0,0,2,2,26,0,19,1,0,JAX,200810120den,False,6 | 2008,TE
PopeLe00,0,0,0,0,3,2,12,0,6,0,0,CRD,200810120crd,True,6 | 2008,TE
WittJa00,0,0,0,0,5,4,55,0,30,0,0,DAL,200810120crd,False,6 | 2008,TE
CurtTo00,0,0,0,0,1,1,4,0,4,0,0,DAL,200810120crd,False,6 | 2008,TE
BennMa00,0,0,0,0,1,0,0,0,0,0,0,DAL,200810120crd,False,6 | 2008,TE
DaviVe00,0,0,0,0,8,6,75,0,57,0,0,SFO,200810120sfo,True,6 | 2008,TE
WalkHu00,1,-10,0,-10,1,0,0,0,0,0,0,SFO,200810120sfo,True,6 | 2008,TE
SmitL.00,0,0,0,0,2,1,2,1,2,0,0,PHI,200810120sfo,False,6 | 2008,TE
CarlJo00,0,0,0,0,6,4,22,1,8,0,0,SEA,200810120sea,True,6 | 2008,TE
HellWi00,0,0,0,0,1,0,0,0,0,0,0,SEA,200810120sea,True,6 | 2008,TE
RobiJe00,0,0,0,0,0,0,0,0,0,0,0,SEA,200810120sea,True,6 | 2008,TE
LeexDo00,0,0,0,0,2,2,9,0,5,0,0,GNB,200810120sea,False,6 | 2008,TE
GateAn00,0,0,0,0,5,4,35,1,22,0,0,SDG,200810120sdg,True,6 | 2008,TE
ManuBr00,0,0,0,0,2,1,4,0,4,0,0,SDG,200810120sdg,True,6 | 2008,TE
ThomDa02,0,0,0,0,2,1,13,0,13,0,0,NWE,200810120sdg,False,6 | 2008,TE
WatsBe00,0,0,0,0,2,0,0,0,0,0,0,NWE,200810120sdg,False,6 | 2008,TE
HeidSt00,0,0,0,0,7,5,59,0,17,0,0,CLE,200810130cle,True,6 | 2008,TE
DinkDa00,0,0,0,0,3,1,22,1,22,0,0,CLE,200810130cle,True,6 | 2008,TE
BossKe00,0,0,0,0,2,1,24,0,24,0,0,NYG,200810130cle,False,6 | 2008,TE
MattMi00,0,0,0,0,1,1,13,0,13,0,0,NYG,200810130cle,False,6 | 2008,TE
JohnDa03,0,0,0,0,0,0,0,0,0,0,0,NYG,200810130cle,False,6 | 2008,TE
WittJa00,0,0,0,0,11,6,44,0,16,0,0,DAL,200810190ram,False,7 | 2008,TE
BennMa00,0,0,0,0,2,2,67,1,34,0,0,DAL,200810190ram,False,7 | 2008,TE
GonzTo00,0,0,0,0,8,6,97,0,28,0,0,KAN,200810190kan,True,7 | 2008,TE
CottBr00,0,0,0,0,1,0,0,0,0,0,0,KAN,200810190kan,True,7 | 2008,TE
ScaiBo00,0,0,0,0,5,3,48,0,26,0,0,OTI,200810190kan,False,7 | 2008,TE
CrumAl00,0,0,0,0,2,2,38,0,28,0,0,OTI,200810190kan,False,7 | 2008,TE
StevCr00,0,0,0,0,0,0,0,0,0,0,0,OTI,200810190kan,False,7 | 2008,TE
OlseGr00,0,0,0,0,8,6,74,1,19,0,0,CHI,200810190chi,True,7 | 2008,TE
ClarDe00,0,0,0,0,4,3,59,0,35,1,0,CHI,200810190chi,True,7 | 2008,TE
DaviKe01,0,0,0,0,0,0,0,0,0,0,0,CHI,200810190chi,True,7 | 2008,TE
ShiaVi00,0,0,0,0,5,4,68,1,24,0,0,MIN,200810190chi,False,7 | 2008,TE
KleiJi00,0,0,0,0,2,0,0,0,0,0,0,MIN,200810190chi,False,7 | 2008,TE
RoyaRo00,0,0,0,0,6,4,53,0,20,0,0,BUF,200810190buf,True,7 | 2008,TE
SchoDe00,0,0,0,0,1,1,18,0,18,0,0,BUF,200810190buf,True,7 | 2008,TE
GateAn00,0,0,0,0,7,4,55,0,19,0,0,SDG,200810190buf,False,7 | 2008,TE
ManuBr00,0,0,0,0,1,1,8,0,8,0,0,SDG,200810190buf,False,7 | 2008,TE
BossKe00,0,0,0,0,1,0,0,0,0,0,0,NYG,200810190nyg,True,7 | 2008,TE
DaviVe00,0,0,0,0,2,1,5,0,5,0,0,SFO,200810190nyg,False,7 | 2008,TE
WalkHu00,1,-3,0,-3,0,0,0,0,0,0,0,SFO,200810190nyg,False,7 | 2008,TE
MartDa00,0,0,0,0,4,4,71,0,28,0,0,MIA,200810190mia,True,7 | 2008,TE
FasaAn00,0,0,0,0,3,2,25,0,16,0,0,MIA,200810190mia,True,7 | 2008,TE
HeapTo00,0,0,0,0,5,3,29,0,12,0,0,RAV,200810190mia,False,7 | 2008,TE
WilcDa01,0,0,0,0,0,0,0,0,0,0,0,RAV,200810190mia,False,7 | 2008,TE
KingJe00,0,0,0,0,1,1,6,0,6,0,0,CAR,200810190car,True,7 | 2008,TE
